PDB Code,Max Similarity
1xgi,0.5714285714285714
4ipn,0.675
4n7u,0.3783783783783784
6mlj,1.0
3o84,0.4067796610169492
2whp,0.6363636363636364
6r1d,0.6666666666666666
5ito,0.5384615384615384
6cn5,0.5301204819277109
1hmt,1.0
4ljh,0.5102040816326531
3fed,1.0
5w44,1.0
4ly9,0.44
3sue,1.0
5oh4,0.28
6g27,0.33962264150943394
3su0,0.6068376068376068
2b7d,0.35802469135802467
3l0v,0.3387096774193548
1px4,1.0
5u0z,0.5357142857142857
6i13,0.6323529411764706
4cst,0.5
1x38,1.0
6f92,1.0
1d4h,0.55
3p3t,0.6122448979591837
5i2f,0.603448275862069
6ayr,1.0
3suf,1.0
2uxz,0.6853932584269663
1g74,1.0
4kwo,0.609375
4tpw,0.34285714285714286
1nja,0.6296296296296297
4i74,1.0
1pyn,0.5517241379310345
4xaq,0.36666666666666664
6d5j,0.6190476190476191
4bqs,0.3181818181818182
2jfz,0.3484848484848485
6mku,1.0
6euw,0.6875
2v8w,0.8524590163934426
2y8c,0.375
1c70,0.7444444444444445
3d52,0.425531914893617
6jbe,1.0
2qi7,0.5238095238095238
1g35,0.38333333333333336
3iqu,1.0
1fq5,0.4537037037037037
2i19,0.36363636363636365
1ws1,1.0
6hh3,1.0
6g24,0.4375
2ya6,1.0
5jxq,0.5238095238095238
3su3,0.5128205128205128
2vnp,1.0
6qlq,0.7796610169491526
1rnm,1.0
2nsj,0.6727272727272727
3ekp,0.7236842105263158
3f19,0.3877551020408163
5zg1,0.25
3iss,0.8181818181818182
2hzl,0.5454545454545454
3f8c,0.3924050632911392
2pwg,0.6538461538461539
5e2p,0.391304347826087
3djv,0.8
4avh,0.7297297297297297
6gfs,1.0
3sm2,0.7236842105263158
1tsy,1.0
1pvn,0.5344827586206896
4jzi,0.3380281690140845
4re2,1.0
1qbu,0.417910447761194
4fxp,0.8333333333333334
5yft,0.9655172413793104
1qaw,1.0
5d1r,0.4642857142857143
6qgf,0.7142857142857143
1bq4,0.4166666666666667
4b6r,1.0
5kh3,0.65
1s39,0.625
5ka1,1.0
6eqv,0.9516129032258065
4u6w,0.3793103448275862
1fkg,0.5138888888888888
5kax,1.0
4y5d,0.5208333333333334
3t0b,1.0
4qge,0.6571428571428571
6arm,1.0
1lgt,0.4583333333333333
5tbm,1.0
5ttw,0.6506024096385542
3old,0.8793103448275862
5uov,0.5046728971962616
6f90,1.0
4l19,0.5555555555555556
4oc3,0.6785714285714286
4f6w,0.7666666666666667
5m7u,0.3108108108108108
4iif,0.6538461538461539
2o4k,1.0
3td4,0.7619047619047619
3aaq,0.6268656716417911
4z07,0.7457627118644068
5evb,1.0
1hvl,0.5254237288135594
5kqy,0.7564102564102564
1li2,1.0
1elc,0.4880952380952381
1fkw,0.5625
2r38,0.7333333333333333
4n9c,0.4444444444444444
5z66,0.6808510638297872
2bz6,0.41935483870967744
3bgc,0.5
1b6k,0.7634408602150538
4qfo,0.6944444444444444
6d5h,0.703125
5ijr,0.896551724137931
1mai,1.0
2i4w,0.7
3l4x,0.8409090909090909
2h4g,0.32558139534883723
1v48,0.5081967213114754
3k37,1.0
6c85,0.25
3f6g,1.0
3alt,1.0
4ezx,0.8888888888888888
3mjl,0.3333333333333333
1tcx,1.0
2c94,0.7
1gai,0.5660377358490566
3vf5,0.5408163265306123
3mxd,0.6129032258064516
1pgp,1.0
3sug,1.0
6haz,0.32075471698113206
3c2r,1.0
1ecv,0.5882352941176471
3pgu,0.5161290322580645
6t1j,0.36507936507936506
2vrj,0.3076923076923077
4dzy,0.46153846153846156
1k6v,0.6
4x5z,0.7435897435897436
4x8u,0.6470588235294118
5e74,0.6666666666666666
5lli,0.7894736842105263
3sfg,0.7560975609756098
3c2u,0.2631578947368421
4yzu,0.4230769230769231
5yum,1.0
5ehq,1.0
3b7j,0.5555555555555556
4uye,0.3888888888888889
3ejq,0.7608695652173914
2gvj,1.0
6d17,0.3333333333333333
4ew2,0.4177215189873418
1afk,1.0
4b5t,0.6
1b6h,0.6739130434782609
5b5f,0.328125
2cex,1.0
4lm1,0.48484848484848486
6jag,1.0
3r6u,1.0
6e1z,0.40425531914893614
2zwz,0.5
1det,1.0
3zj6,0.40476190476190477
6dh8,1.0
3gc4,0.6666666666666666
2uxi,0.3939393939393939
2ovv,0.5066666666666667
2qi1,0.40384615384615385
1os5,0.37362637362637363
3t2w,1.0
4cd4,1.0
1ppk,0.46296296296296297
2qci,0.8875
2x0y,0.525
6d9x,0.2972972972972973
3d51,1.0
3fql,1.0
2i4z,1.0
5m25,0.5492957746478874
6phx,1.0
5yjm,0.7078651685393258
4dkq,0.5405405405405406
1lbk,1.0
3gst,1.0
5upe,0.375
1v11,1.0
4dq2,0.7831325301204819
4iie,0.21621621621621623
5e8f,0.603448275862069
6ajr,0.3333333333333333
4fai,1.0
4r3w,1.0
3bkl,0.5
6hzb,0.9113924050632911
3f33,1.0
3u90,1.0
4ryd,0.8421052631578947
1b1h,0.5849056603773585
6udv,0.5
5wa8,0.676923076923077
1hpv,0.7236842105263158
5ueu,1.0
3kdd,0.8734177215189873
4o9w,0.6
4lko,0.5138888888888888
5nap,0.5666666666666667
1lgw,0.4444444444444444
4y0a,0.4642857142857143
4tun,0.28
3cct,0.5853658536585366
3v3q,0.35294117647058826
1uz4,0.3333333333333333
6dz0,0.8
2xd9,0.3333333333333333
4er2,1.0
3f17,0.5
1fzm,0.7837837837837838
6s4n,0.3409090909090909
1ppi,0.8793103448275862
4cc5,0.23255813953488372
5j41,0.5147058823529411
6cbf,0.7777777777777778
4np3,0.2702702702702703
3drg,0.75
3x00,0.7735849056603774
1hvh,0.6444444444444445
2ovy,0.47435897435897434
5g1z,0.6301369863013698
4b73,0.5454545454545454
4zyf,0.5473684210526316
2gst,1.0
4jyt,0.40625
3pb8,0.4186046511627907
6ays,0.9272727272727272
5a5q,0.5806451612903226
5mro,0.5490196078431373
1ogx,1.0
1li6,0.3
5vr8,0.7313432835820896
4ezr,0.7676767676767676
3sww,0.6417910447761194
6mg5,1.0
5jgi,0.5853658536585366
3pb9,0.5
4djq,0.5268817204301075
3mf5,0.4126984126984127
1a9m,0.45348837209302323
2bpy,0.4152542372881356
2f2h,0.6226415094339622
6qqq,0.6415094339622641
5vkc,0.344
5yfs,0.9655172413793104
3mfv,0.4186046511627907
4cpw,0.6481481481481481
2p3b,1.0
2q7q,0.4230769230769231
5d2r,0.5434782608695652
2pk6,0.6893203883495146
5t19,0.5384615384615384
4b5s,0.5454545454545454
1pbq,0.35
2xeg,0.3684210526315789
6nzv,0.8596491228070176
6j0o,0.359375
1no6,0.46153846153846156
5k1f,1.0
3ip9,0.7894736842105263
3pbb,0.6140350877192983
5wuk,0.3373493975903614
2x91,0.6825396825396826
2cle,1.0
6ayi,1.0
5edb,0.6037735849056604
6fhu,0.5714285714285714
1v1j,0.6111111111111112
1hi3,1.0
3d50,0.3508771929824561
2ce9,0.7247706422018348
1igb,0.44680851063829785
4bt3,0.42857142857142855
1bp0,1.0
6iez,0.640625
5kr1,0.7564102564102564
5edl,0.45454545454545453
6n7b,0.5753424657534246
2d3u,0.49230769230769234
2j7b,1.0
6d1g,0.32075471698113206
6ndl,0.4489795918367347
6mj7,1.0
1kav,0.5151515151515151
3ocp,1.0
3g35,0.7446808510638298
6b1k,0.7307692307692307
1q1g,0.75
6r18,0.6415094339622641
3ovn,0.5294117647058824
1b3h,0.6363636363636364
1q91,0.7419354838709677
5ot9,0.5581395348837209
3cyx,1.0
2flr,0.4
4xtv,0.47474747474747475
3ddf,0.5
3qbc,0.48484848484848486
5oht,0.4444444444444444
3f5j,1.0
5g5z,1.0
4kn1,0.7164179104477612
6ej2,0.20202020202020202
3gk1,0.30158730158730157
6hlx,1.0
4o0y,0.3902439024390244
1szd,1.0
5dey,0.37373737373737376
6ayo,0.7959183673469388
2fqt,0.4146341463414634
6dyy,0.7391304347826086
2bfq,1.0
2qnn,0.5714285714285714
3ddg,0.5
4ayp,1.0
6ny0,0.29411764705882354
5m23,0.5172413793103449
3fv3,1.0
3hcm,0.39215686274509803
5evk,1.0
2jgs,1.0
6n79,0.6388888888888888
2i4x,0.7
5ufp,0.8103448275862069
1uwu,0.3170731707317073
1e3v,1.0
4gqq,0.5609756097560976
1m0o,0.5573770491803278
4hla,1.0
5n0f,0.5
1ctu,0.46808510638297873
1c83,0.475
1xbo,0.5714285714285714
4mn3,0.6097560975609756
1dif,0.37349397590361444
3fvl,0.42
4x8v,0.47572815533980584
4omc,0.875
3hkw,0.38095238095238093
4cd5,1.0
3veh,0.34
1str,0.64
1hms,1.0
4pvx,0.6875
4tu4,0.42105263157894735
2mas,0.6857142857142857
5b25,0.23404255319148937
1y3p,0.5254237288135594
2q89,0.4722222222222222
6e9a,0.6428571428571429
1ai5,0.5609756097560976
6cwh,1.0
2vwo,0.3804347826086957
5m7s,0.5909090909090909
2pwr,0.7333333333333333
4u8w,1.0
4buq,1.0
4z0k,0.21782178217821782
1b4z,0.7333333333333333
3tkw,1.0
5wqc,1.0
1w4q,0.78
1afl,0.8793103448275862
5avf,0.391304347826087
3gdt,1.0
2pqb,0.54
3vfa,0.5408163265306123
4pzv,0.45454545454545453
1f74,0.5238095238095238
4k3h,0.7727272727272727
5fe9,0.38636363636363635
3su4,0.5128205128205128
4f7v,0.6568627450980392
3pgl,0.296875
3nyd,0.3829787234042553
4umb,0.36585365853658536
4kyh,0.4067796610169492
2hs1,1.0
3a5y,1.0
4luz,0.5833333333333334
3lpp,0.8409090909090909
6ckr,0.3380281690140845
3ttm,0.42857142857142855
2qnp,0.6818181818181818
1g7f,0.44
6g2f,0.42105263157894735
1o7o,1.0
4ca8,1.0
1uj5,0.7931034482758621
2v3d,1.0
1ec3,0.4426229508196721
1fm9,0.6216216216216216
2xp7,0.6857142857142857
5fck,0.48863636363636365
6qlr,0.7666666666666667
6pvw,0.7833333333333333
6d50,0.43333333333333335
5ceq,0.5333333333333333
5u11,0.49056603773584906
3ppq,1.0
5ovp,0.6491228070175439
6mln,1.0
5l30,0.6018518518518519
3uw5,0.4186046511627907
1b5i,0.6956521739130435
4qij,0.7592592592592593
1moq,0.7419354838709677
4pnu,1.0
2xef,0.3684210526315789
3dzt,0.7380952380952381
1met,1.0
5qqp,0.7840909090909091
4nra,0.3442622950819672
1ajx,0.5813953488372093
5bwc,0.25862068965517243
3dri,0.7419354838709677
3umq,1.0
1ebw,0.3835616438356164
5tcj,1.0
6py0,0.7619047619047619
3bkk,0.5490196078431373
4pqa,1.0
1uvt,0.3333333333333333
1hvi,0.5254237288135594
4ymx,1.0
6rnt,1.0
4kif,0.5185185185185185
3zsy,0.6615384615384615
2xda,0.3561643835616438
6j9w,1.0
4c52,0.2962962962962963
2r43,1.0
1j01,0.5227272727272727
2fu8,1.0
6ftp,1.0
5evd,0.5609756097560976
5eq1,0.2571428571428571
4q0k,0.21739130434782608
3nuo,0.7236842105263158
3gvb,0.34210526315789475
5u13,0.7450980392156863
1ui0,0.3333333333333333
2xc0,0.5
4dhl,0.39622641509433965
4zv1,1.0
4qpd,0.6623376623376623
3iae,0.6547619047619048
6dar,0.40229885057471265
4us3,1.0
5duw,1.0
1ado,0.5652173913043478
6nu1,1.0
3l4w,0.6666666666666666
3vjc,0.2376237623762376
3zk6,0.30952380952380953
6fba,0.5
1o5r,0.30864197530864196
3k4q,1.0
2j47,1.0
5m28,1.0
6e1y,0.3218390804597701
5zym,1.0
2wzm,0.7941176470588235
5k8s,1.0
4zb6,0.8043478260869565
1hvr,0.6904761904761905
6qlt,0.7540983606557377
2yz3,0.5142857142857142
3lzs,1.0
6ayt,0.6610169491525424
5hz5,0.3194444444444444
6n95,0.7064220183486238
6d1b,0.5106382978723404
3w9k,1.0
6dz2,0.64
4crl,0.18584070796460178
3o75,0.7714285714285715
5v79,0.4117647058823529
2w8j,0.7592592592592593
2ves,0.4406779661016949
5ld8,1.0
4kwf,0.38095238095238093
1ony,0.41836734693877553
4xoc,1.0
5d0c,0.3230769230769231
1usn,0.6730769230769231
6f9v,1.0
6s5k,0.32608695652173914
4g0p,0.8260869565217391
3d8z,0.9777777777777777
5f2u,0.41379310344827586
6pi5,1.0
1bjv,0.5217391304347826
4ts1,1.0
3cd7,1.0
4tte,0.36363636363636365
6e5l,0.4444444444444444
2vb8,1.0
1jmf,1.0
4f3k,0.7076923076923077
2hjb,0.5384615384615384
6d1d,0.36
1rql,0.2777777777777778
5dx4,0.3611111111111111
5bs4,0.7468354430379747
4r0a,1.0
3t6b,1.0
5qay,0.5405405405405406
3wgg,1.0
1elr,1.0
5y13,0.49019607843137253
5ost,0.3023255813953488
1pa9,1.0
4aqh,0.3114754098360656
4avi,0.6585365853658537
6i8y,1.0
6g2r,0.43103448275862066
4y2q,0.32608695652173914
5org,0.5384615384615384
3bgs,0.6538461538461539
3s0e,0.59375
4ej8,0.5675675675675675
4kxn,0.6811594202898551
1hbv,0.4375
3c89,0.6617647058823529
4ghi,0.72
5om2,0.22950819672131148
3cyw,1.0
1b6l,0.6777777777777778
4u0w,0.6216216216216216
3nim,0.8163265306122449
4mpn,0.7027027027027027
5ovx,0.37037037037037035
4tjz,0.6206896551724138
3o9e,0.8918918918918919
4xar,0.36666666666666664
4gu6,0.3617021276595745
3rbu,1.0
4n5d,0.2830188679245283
5dqf,0.3283582089552239
2uz9,0.6551724137931034
6euc,1.0
4mhy,1.0
2vw1,1.0
6pg3,0.34146341463414637
6b4n,0.7441860465116279
5vo1,0.7704918032786885
5o9o,0.4805194805194805
1lkl,0.671875
1w5y,0.46153846153846156
3q6z,1.0
4dst,0.425531914893617
2r9x,0.3559322033898305
1tq4,1.0
5nwi,1.0
4xu1,0.51
4ymq,0.26666666666666666
4j45,0.7666666666666667
4og4,0.7857142857142857
2sim,1.0
6exs,0.36507936507936506
3ok9,1.0
6gj6,0.5416666666666666
3sjf,0.7450980392156863
4zae,0.296875
3fx6,0.36
3f78,1.0
5my8,0.5131578947368421
2vjx,0.3333333333333333
2qi5,0.3963963963963964
3ggu,1.0
1b40,0.6779661016949152
4k7o,0.4166666666666667
6ge7,1.0
4i71,0.6538461538461539
3vw1,1.0
5ohy,0.4444444444444444
1lbf,0.4444444444444444
4ual,0.313953488372093
5czm,0.5802469135802469
1xap,0.56
1g7v,0.5588235294117647
3zsq,0.5444444444444444
4q4p,0.5238095238095238
6evn,0.8
5j7q,0.2857142857142857
2yel,1.0
3p8o,0.5609756097560976
4dfg,0.6588235294117647
5hvs,0.4594594594594595
3hky,0.38095238095238093
4urz,0.32558139534883723
1hn4,0.37037037037037035
1b6j,1.0
2jjb,0.5263157894736842
5ovc,0.796875
2q54,0.5806451612903226
1b3f,0.6216216216216216
5dbm,0.5
2o4l,1.0
3wz6,0.3333333333333333
2xc4,0.5512820512820513
6udi,0.39090909090909093
3aho,0.4567901234567901
3nw3,0.4393939393939394
3nzk,0.5517241379310345
6hgi,0.6229508196721312
1c86,0.6
5d45,0.43636363636363634
4wkn,0.7678571428571429
3ttp,1.0
5epn,0.8431372549019608
1wcq,0.6078431372549019
6p88,0.4444444444444444
6qqv,0.4025974025974026
5kr0,0.7236842105263158
5f08,0.5641025641025641
5ih9,0.6984126984126984
1kzk,1.0
3zm9,0.325
1g98,1.0
2a4m,1.0
3u5l,0.3114754098360656
6mla,1.0
1cbx,0.46875
6d1k,1.0
4ceb,0.7023809523809523
3rf5,0.45
4o0x,0.527027027027027
2wkz,0.8795180722891566
5d47,0.3380281690140845
5n17,0.32098765432098764
2aog,1.0
2r0h,1.0
1nhu,0.547945205479452
2uy0,0.5510204081632653
6g25,0.37254901960784315
3nht,0.3125
3gi4,0.6526315789473685
3c8a,0.7241379310344828
6qqu,0.4117647058823529
3spf,0.32075471698113206
4rsk,1.0
5t8p,0.24074074074074073
3b3x,0.42105263157894735
1oba,1.0
4pv5,0.2736842105263158
1b4h,0.7209302325581395
6dyv,0.8
3kdb,1.0
1mes,1.0
5yyf,0.5098039215686274
3f15,0.7777777777777778
3st5,0.6746987951807228
5oei,0.75
2oi2,0.6410256410256411
1a99,0.42857142857142855
1ur9,0.515625
1jvu,0.6666666666666666
4ibf,0.27941176470588236
5cks,0.5454545454545454
2y82,0.3888888888888889
4y4j,0.5454545454545454
2avo,1.0
1gvx,1.0
2reg,1.0
4xxh,0.6944444444444444
2zmm,0.2898550724637681
6ced,0.5652173913043478
6upj,0.41509433962264153
5edd,1.0
1pzp,0.3103448275862069
4cpz,1.0
6nsv,0.7926829268292683
1o0f,1.0
6r0v,0.4528301886792453
3e3c,0.7435897435897436
6hay,0.4628099173553719
4q9o,1.0
2v88,0.7027027027027027
1b55,1.0
5e3a,0.6307692307692307
4wko,0.8421052631578947
3s54,1.0
4eb8,1.0
4whs,1.0
3p3r,0.5813953488372093
2zz1,0.78
4omk,0.34375
2qi6,0.44339622641509435
2rkm,0.7073170731707317
3gta,0.375
3k8o,0.40350877192982454
6d16,0.5106382978723404
3djq,1.0
2w8w,0.7592592592592593
3vd4,1.0
1njs,0.5063291139240507
6iht,0.7380952380952381
6eqx,0.7833333333333333
1ec2,0.3582089552238806
6p8a,0.3253012048192771
3cd5,0.4268292682926829
3own,0.2288135593220339
3iww,0.7450980392156863
6d55,0.5135135135135135
3c88,0.7843137254901961
4zba,0.8043478260869565
2gj5,0.40789473684210525
1k4g,1.0
3ppp,1.0
3nox,0.3614457831325301
5nn6,0.6666666666666666
4bqh,0.3088235294117647
6oqb,0.48484848484848486
1yqy,0.6078431372549019
1rpf,0.8
2i0a,0.8641975308641975
3drf,0.5753424657534246
3f34,1.0
6fo5,0.5072463768115942
4lm3,0.5263157894736842
4wrb,0.5660377358490566
6nyv,0.7619047619047619
4yc0,0.45614035087719296
3g2y,0.2222222222222222
3b92,0.375
3pwk,0.391304347826087
4i7m,0.44
2oym,0.4230769230769231
5dh5,0.3424657534246575
5jhk,0.576271186440678
5qa8,0.7586206896551724
1l83,1.0
2vo4,0.6153846153846154
3o5x,0.32142857142857145
2gz2,1.0
1rmz,1.0
5er2,0.7777777777777778
6qr1,0.3068181818181818
6mlg,1.0
6j0g,1.0
4kqp,1.0
3k00,1.0
4j48,0.71875
1k9s,0.66
4dkp,0.47297297297297297
1hvj,0.5595238095238095
3n2v,0.6818181818181818
2bt9,1.0
5mgk,0.3888888888888889
4l9i,1.0
1mrx,0.76
5cy9,0.35
3pcg,1.0
4czs,0.5660377358490566
2ri9,0.47368421052631576
5lne,1.0
3el9,1.0
5hrw,0.625
1k1y,1.0
5zyl,1.0
3slz,1.0
2j79,1.0
1b5h,0.6976744186046512
2pqz,0.8157894736842105
6p3v,0.3
1bdq,1.0
5ufr,0.4819277108433735
1k6t,0.8045977011494253
1iy7,0.5
6dh7,1.0
1v1m,1.0
1wdn,1.0
4bc5,0.3939393939393939
5gj9,1.0
1n46,0.3968253968253968
1ie9,1.0
4xmr,1.0
3k8q,0.4074074074074074
4er1,0.5757575757575758
5d0r,0.4166666666666667
3gx0,0.8043478260869565
2c92,1.0
3kmc,0.453125
5vh0,0.46153846153846156
4i8n,0.3728813559322034
5fe7,0.2987012987012987
5fsc,0.47368421052631576
5y12,0.5
4yrd,0.23076923076923078
4gr8,0.4588235294117647
6ep4,0.47368421052631576
5vp9,0.5833333333333334
6r1a,0.3333333333333333
3zlr,0.40816326530612246
3wzn,1.0
185l,0.46153846153846156
2r3t,0.7333333333333333
4b6p,0.56
6nco,0.24615384615384617
1cet,0.5483870967741935
5l9l,0.38461538461538464
1k6c,1.0
5uff,1.0
1fzk,0.9294117647058824
5eyr,0.6
5g5f,1.0
2yay,0.609375
4leq,0.5333333333333333
4ra1,0.6176470588235294
3th9,0.3894736842105263
5gs9,1.0
3usx,1.0
5ehv,0.4375
2ceq,1.0
6ic2,0.29577464788732394
3el5,1.0
4in9,0.6847826086956522
2i4j,1.0
186l,1.0
5zg0,0.2537313432835821
1tkb,0.7457627118644068
5ovr,0.37037037037037035
5mby,1.0
2wc3,0.7
1kmy,0.5
1h5v,0.8333333333333334
2glp,0.4
2za0,0.288135593220339
1c84,0.6363636363636364
4s1g,0.6142857142857143
4o9v,0.35555555555555557
5var,0.26666666666666666
5otc,0.4838709677419355
1fcy,0.5555555555555556
2zcs,0.42857142857142855
4uac,0.5660377358490566
5h1t,0.4117647058823529
3w5n,1.0
6e5t,0.3387096774193548
1uz1,0.3333333333333333
6dpy,0.3055555555555556
3s8l,0.5714285714285714
6e23,0.3614457831325301
3m3z,0.5441176470588235
3jzh,0.703125
4ai5,0.34210526315789475
5cep,0.3375
6o0o,0.3592233009708738
3k02,1.0
6d78,1.0
6n78,0.8181818181818182
4wov,0.25
1yq7,1.0
3eeb,1.0
2yb0,0.7021276595744681
3n2u,0.5245901639344263
4ipi,0.5
6dif,1.0
4q1x,1.0
3d1y,1.0
6pg5,0.43137254901960786
1eld,0.4603174603174603
4ibd,0.3055555555555556
4oak,0.9130434782608695
1add,0.6666666666666666
2aac,1.0
3pwm,1.0
4i7k,1.0
2f9k,1.0
6ma2,0.8051948051948052
6p85,0.2923076923076923
2wl0,0.8795180722891566
4fht,1.0
1hos,0.7083333333333334
2o8h,0.46153846153846156
1jyq,0.5208333333333334
3g3r,0.5
1qk4,1.0
1bv7,0.4745762711864407
6ht1,0.2988505747126437
5isz,1.0
4a95,0.4909090909090909
4fz3,0.9186046511627907
5x74,0.46551724137931033
4sga,0.7213114754098361
1hxb,1.0
4e9u,0.3888888888888889
5nw1,0.76
4p5d,1.0
1njc,0.6296296296296297
4kz4,0.5238095238095238
3f16,0.5384615384615384
3g30,0.36666666666666664
2aj8,0.7692307692307693
1g7q,0.8
1m2x,1.0
3uxd,0.28205128205128205
3lp7,1.0
5exn,0.56
3i6o,0.5048543689320388
3t1m,0.6851851851851852
5fog,0.4084507042253521
1sgu,1.0
6fa4,0.5365853658536586
4hp0,0.6862745098039216
6a87,0.5555555555555556
