PDB Code,Max Similarity
2jf4,0.2222222222222222
4cr5,1.0
3p8n,1.0
1n51,0.14545454545454545
2jdp,0.9912280701754386
3zpu,1.0
1f8d,1.0
1olx,0.14285714285714285
6q4e,0.4014084507042254
3ljg,1.0
3m8u,0.16666666666666666
4bt4,0.19298245614035087
3zi0,0.31053351573187415
1r9l,0.15254237288135594
4fxq,0.18333333333333332
6g29,0.14285714285714285
2gh9,0.16279069767441862
4y3j,1.0
2vzr,0.1935483870967742
3a6t,0.14173228346456693
5hvt,1.0
5zw6,0.961139896373057
3rt8,0.8875968992248062
4yo8,0.16129032258064516
4zow,0.15
6cq1,0.991869918699187
3tcg,0.17543859649122806
3pcj,1.0
2clh,0.1855273287143957
1km3,0.9952830188679245
4k55,0.2222222222222222
5efa,0.15294117647058825
2f8g,0.98989898989899
3gi5,1.0
6gvz,0.14516129032258066
1hee,1.0
1ecq,0.1956521739130435
3s45,1.0
1g7g,1.0
2wyj,0.3247863247863248
2xej,0.9985590778097982
4u43,0.4842105263157895
4hw3,0.9933333333333333
4f6u,0.4700996677740864
2yaz,0.15384615384615385
1pzi,1.0
5fbi,1.0
2jg0,0.2222222222222222
4qfp,0.16981132075471697
3t09,0.9980295566502463
5dxt,0.19952774498229045
1jmg,0.9968354430379747
2v2q,0.13934426229508196
4i8w,1.0
6g14,0.35789473684210527
2wyg,0.3034188034188034
3wjw,1.0
4l51,0.13513513513513514
1fao,0.19
3wz7,1.0
1bju,0.20179372197309417
5o2d,0.14130434782608695
5mrm,0.6346153846153846
3pce,1.0
3nxq,1.0
6d1h,1.0
5nvx,1.0
1fzq,0.1794871794871795
1jlr,0.13924050632911392
1qhc,1.0
3mv0,0.9980217606330366
3nu4,0.98989898989899
6arn,0.7533333333333333
6jap,0.14035087719298245
4bps,0.15789473684210525
6o5t,0.9307359307359307
4aia,0.14893617021276595
2xog,0.15702479338842976
4cjp,0.8918918918918919
5u6j,0.8273615635179153
4bb9,0.1891891891891892
4pb2,1.0
5btx,0.1774193548387097
5zni,0.16216216216216217
2b4l,0.1935483870967742
1phw,1.0
3zq9,0.8509803921568627
2y81,1.0
2pv1,1.0
1kjr,1.0
4css,0.7354838709677419
5fs5,0.9936708860759493
4u6c,1.0
5yh8,0.14634146341463414
6fnq,1.0
1nz7,1.0
6f9g,0.16666666666666666
1gar,0.5933014354066986
6hai,0.1956521739130435
3el4,0.9797979797979798
5fnu,0.9615384615384616
1x39,1.0
6jay,1.0
2r5p,1.0
1a9q,0.8829787234042553
4bs0,0.1452991452991453
5igm,1.0
3jrx,0.16393442622950818
3lq2,1.0
4zeb,1.0
2vl4,0.9988038277511961
5jsq,0.2737752161383285
4av4,0.9936708860759493
6dy7,1.0
2zz2,0.9953488372093023
1u1w,0.13793103448275862
6k04,1.0
1b3g,0.17543859649122806
3ps1,0.9966666666666667
2hah,0.9375
1x8r,1.0
6r4k,1.0
3pck,1.0
4tkh,0.20300751879699247
4m0f,0.5185185185185185
6cfc,0.15517241379310345
1uwf,1.0
6qpl,0.37894736842105264
5m17,1.0
5zg3,0.41434262948207173
4ufi,0.6421875
3v2n,1.0
1gvw,1.0
3f37,1.0
5nvw,1.0
1hlk,0.9911894273127754
5h9r,1.0
4u71,1.0
3f80,1.0
2psu,1.0
3rv8,0.6555023923444976
6ncn,0.15789473684210525
4zei,1.0
2qwd,1.0
3rlb,0.15384615384615385
1f73,0.5277777777777778
1o1s,1.0
5wxh,1.0
6dil,0.98989898989899
5e2o,1.0
3vf7,0.98989898989899
6n3w,1.0
4ggz,0.17647058823529413
2x6x,0.14705882352941177
1qbt,0.9797979797979798
5upj,0.98989898989899
1xgi,1.0
4ipn,0.16393442622950818
4n7u,0.989247311827957
6mlj,0.16666666666666666
3o84,0.16666666666666666
2whp,0.9226415094339623
6r1d,0.9905660377358491
5ito,0.15
6cn5,1.0
1hmt,0.6641221374045801
4ljh,1.0
3fed,0.26392961876832843
5w44,1.0
4ly9,1.0
3sue,0.9894736842105263
5oh4,1.0
6g27,0.14285714285714285
3su0,0.14864864864864866
2b7d,1.0
3l0v,0.592156862745098
1px4,0.9980217606330366
5u0z,0.1511627906976744
6i13,1.0
4cst,1.0
1x38,1.0
6f92,0.15
1d4h,1.0
3p3t,1.0
5i2f,0.2
6ayr,0.20833333333333334
3suf,0.9947368421052631
2uxz,1.0
1g74,0.9007633587786259
4kwo,0.1590909090909091
4tpw,0.9611111111111111
1nja,1.0
4i74,0.9938837920489296
1pyn,1.0
4xaq,0.24153498871331827
6d5j,1.0
4bqs,1.0
2jfz,0.9524752475247524
6mku,0.14666666666666667
6euw,0.15714285714285714
2v8w,0.13513513513513514
4non,0.1510791366906475
2y8c,0.18055555555555555
1c70,1.0
3d52,1.0
6jbe,0.14035087719298245
2qi7,1.0
1g35,1.0
3iqu,1.0
1fq5,1.0
2i19,0.22408963585434175
1ws1,0.21621621621621623
6hh3,0.20833333333333334
6g24,0.14285714285714285
2ya6,0.1527777777777778
5jxq,0.33242506811989103
3su3,0.9950248756218906
2vnp,1.0
6qlq,1.0
1rnm,1.0
2nsj,0.171875
3ekp,1.0
3f19,1.0
5zg1,0.9961240310077519
3iss,0.17942583732057416
2hzl,0.16666666666666666
3f8c,0.1650485436893204
2pwg,0.14285714285714285
5e2p,1.0
3djv,0.8145161290322581
4avh,1.0
6gfs,0.1566265060240964
3sm2,1.0
1tsy,0.9968354430379747
1pvn,0.3137254901960784
4jzi,1.0
4re2,0.14444444444444443
1qbu,0.9797979797979798
4fxp,0.14960629921259844
5yft,0.15
1qaw,0.16666666666666666
5d1r,0.14516129032258066
6qgf,1.0
1bq4,1.0
4b6r,1.0
5kh3,1.0
1s39,0.9644808743169399
5ka1,0.6056338028169014
6eqv,1.0
4u6w,1.0
1fkg,1.0
5kax,0.16
4y5d,1.0
3t0b,0.999015263417036
4qge,1.0
6arm,0.7483443708609272
1lgt,0.16129032258064516
5tbm,0.14285714285714285
5ttw,0.8901408450704226
3old,1.0
5uov,1.0
6f90,0.17647058823529413
4l19,1.0
4oc3,1.0
4f6w,0.6521739130434783
5m7u,0.547486033519553
4iif,0.1717171717171717
2o4k,1.0
3td4,0.16129032258064516
3aaq,0.16666666666666666
4z07,1.0
5evb,1.0
1hvl,1.0
5kqy,0.9797979797979798
1li2,0.9938271604938271
1elc,1.0
1fkw,0.997134670487106
2r38,1.0
4n9c,1.0
5z66,0.16129032258064516
2bz6,1.0
3bgc,1.0
1b6k,1.0
4qfo,0.16981132075471697
6d5h,1.0
5ijr,1.0
1mai,0.14666666666666667
2i4w,0.98989898989899
3l4x,1.0
2h4g,1.0
1v48,0.2260536398467433
3k37,0.9974293059125964
6c85,0.16129032258064516
3f6g,0.39662447257383965
3alt,0.16666666666666666
4ezx,1.0
3mjl,1.0
1tcx,0.9696969696969697
2c94,0.18421052631578946
1gai,1.0
3vf5,0.98989898989899
3mxd,1.0
1pgp,0.9344608879492601
3sug,0.985
6haz,0.36036036036036034
3c2r,0.13857677902621723
1ecv,1.0
3pgu,0.12903225806451613
6t1j,0.14583333333333334
2vrj,0.5389908256880734
4dzy,0.8770764119601329
1k6v,0.9696969696969697
4x5z,1.0
4x8u,0.8273615635179153
5e74,1.0
5lli,1.0
3sfg,0.657563025210084
3c2u,0.14606741573033707
4yzu,0.8275862068965517
5yum,1.0
5ehq,1.0
3b7j,0.6732673267326733
4uye,0.3486238532110092
3ejq,1.0
2gvj,0.9956896551724138
6d17,0.250936329588015
4ew2,0.835
1afk,1.0
4b5t,0.17105263157894737
1b6h,0.17543859649122806
5b5f,1.0
2cex,0.16216216216216217
4lm1,1.0
6jag,0.14035087719298245
3r6u,0.9963235294117647
4g0q,0.16129032258064516
4emr,1.0
6e1z,0.16666666666666666
2zwz,1.0
1det,0.6019417475728155
3zj6,0.16923076923076924
6dh8,0.98989898989899
3gc4,0.327683615819209
2uxi,0.1388888888888889
2ovv,0.9671052631578947
2qi1,1.0
1os5,0.998220640569395
3t2w,0.19444444444444445
4cd4,0.16129032258064516
1ppk,1.0
2qci,0.98989898989899
2x0y,0.1568627450980392
6d9x,1.0
3d51,1.0
3fql,0.7370304114490162
2i4z,1.0
5m25,1.0
6phx,0.15492957746478872
5yjm,0.5302325581395348
4dkq,0.4778761061946903
1lbk,0.9711538461538461
3gst,0.7603686635944701
5upe,1.0
1v11,0.16129032258064516
4dq2,1.0
4iie,0.1717171717171717
5e8f,0.2857142857142857
6ajr,0.1509433962264151
4fai,0.7748344370860927
4ido,0.16417910447761194
4r3w,0.15217391304347827
3bkl,0.4742268041237113
6hzb,1.0
3f33,1.0
3u90,1.0
4ryd,1.0
1b1h,0.17543859649122806
6udv,1.0
5wa8,0.9912280701754386
1hpv,1.0
5ueu,1.0
3kdd,1.0
4o9w,0.27014218009478674
4lko,1.0
5nap,1.0
1lgw,0.9938271604938271
4y0a,0.16279069767441862
4tun,1.0
3cct,0.5513285024154589
3v3q,0.1794871794871795
1uz4,0.1791044776119403
6dz0,0.14545454545454545
2xd9,1.0
4er2,1.0
3f17,1.0
1fzm,0.9893048128342246
6s4n,0.22127659574468084
1ppi,0.9959677419354839
4cc5,1.0
5j41,1.0
6cbf,1.0
4np3,1.0
3drg,0.16470588235294117
3x00,1.0
1hvh,0.9797979797979798
2ovy,1.0
5g1z,1.0
4b73,1.0
4zyf,1.0
2gst,0.7603686635944701
4jyt,1.0
3pb8,0.1527777777777778
6ays,0.20833333333333334
6fh3,0.1511627906976744
5a5q,1.0
5mro,0.6985645933014354
1ogx,0.5166666666666667
1li6,0.9938271604938271
5vr8,0.13924050632911392
4ezr,1.0
3sww,1.0
6mg5,0.43243243243243246
5jgi,1.0
3pb9,0.1891891891891892
4djq,1.0
3mf5,1.0
1a9m,0.98989898989899
2bpy,1.0
2f2h,0.16129032258064516
6qqq,0.6786570743405276
5vkc,0.8450704225352113
5yfs,0.15
3mfv,1.0
4cpw,1.0
2p3b,1.0
2q7q,0.2843551797040169
5d2r,0.16129032258064516
2pk6,1.0
5t19,0.6035087719298246
4b5s,0.17105263157894737
1pbq,0.18450184501845018
2xeg,0.9985590778097982
6nzv,1.0
6j0o,0.759825327510917
1no6,1.0
5k1f,0.14565826330532214
3ip9,0.15217391304347827
3pbb,0.13793103448275862
5wuk,0.9924050632911392
2x91,0.15517241379310345
2cle,0.5328692962103635
6ayi,0.140625
5edb,0.5746268656716418
6fhu,0.3076923076923077
1v1j,0.14814814814814814
1hi3,1.0
3d50,1.0
2ce9,0.14285714285714285
1igb,0.14893617021276595
4bt3,0.19298245614035087
1bp0,0.9968354430379747
6iez,0.759825327510917
5kr1,0.9393939393939394
5edl,0.20588235294117646
6n7b,0.8285714285714286
2d3u,1.0
2j7b,0.5527522935779816
6d1g,1.0
6ndl,1.0
6mj7,0.2037037037037037
1kav,1.0
3ocp,1.0
3g35,0.8764478764478765
6b1k,1.0
1q1g,0.16216216216216217
6r18,0.9786585365853658
3ovn,0.6197183098591549
4rd6,0.13953488372093023
1b3h,0.17543859649122806
1q91,0.14705882352941177
5ot9,0.16363636363636364
3cyx,0.98989898989899
2flr,1.0
4xtv,0.15126050420168066
3ddf,1.0
3qbc,0.22580645161290322
5oht,0.13513513513513514
3f5j,0.1440677966101695
5g5z,0.13793103448275862
4kn1,0.8
6ej2,0.15714285714285714
3gk1,1.0
6hlx,0.21621621621621623
4o0y,1.0
1szd,0.16049382716049382
5dey,0.5224913494809689
6ayo,0.20833333333333334
2fqt,0.14285714285714285
6dyy,0.16304347826086957
2bfq,0.14285714285714285
2qnn,1.0
3ddg,1.0
4ayp,0.20588235294117646
6ny0,0.1896551724137931
5m23,1.0
3fv3,1.0
3hcm,1.0
5evk,1.0
2jgs,0.13793103448275862
6n79,0.40860215053763443
2i4x,0.9797979797979798
5ufp,0.14285714285714285
1uwu,0.14444444444444443
1e3v,0.5083333333333333
4gqq,1.0
1m0o,0.1346153846153846
4hla,1.0
5n0f,0.15730337078651685
1ctu,1.0
1c83,1.0
1xbo,1.0
4mn3,1.0
1dif,1.0
3fvl,0.9739413680781759
4x8v,1.0
4omc,1.0
3hkw,0.8787878787878788
4cd5,0.16129032258064516
3veh,1.0
1str,1.0
1hms,0.6641221374045801
4pvx,1.0
4tu4,1.0
2mas,0.14864864864864866
5b25,0.2360248447204969
1y3p,0.16216216216216217
2q89,0.15254237288135594
6e9a,1.0
1ai5,0.3160690571049137
6cwh,1.0
2vwo,0.9957264957264957
5m7s,0.17307692307692307
2pwr,1.0
4u8w,1.0
4buq,1.0
4z0k,0.9862068965517241
1b4z,0.17543859649122806
3tkw,1.0
5wqc,0.17543859649122806
1w4q,1.0
1afl,1.0
5avf,0.18811881188118812
3gdt,0.17578125
2pqb,1.0
3vfa,1.0
4pzv,0.15942028985507245
1f74,1.0
4k3h,0.5871559633027523
5fe9,0.3018867924528302
3su4,0.9894736842105263
4f7v,1.0
3pgl,0.15714285714285714
3nyd,0.16260162601626016
4umb,0.17142857142857143
4kyh,0.15384615384615385
2hs1,0.98989898989899
3a5y,0.171875
4luz,1.0
3lpp,0.14285714285714285
6ckr,1.0
3ttm,0.2727272727272727
2qnp,1.0
1g7f,0.9966329966329966
6g2f,0.14285714285714285
1o7o,0.9965156794425087
4ca8,1.0
1uj5,0.9822222222222222
5dhu,0.5888030888030888
2v3d,0.16666666666666666
1ec3,1.0
3evd,1.0
1fm9,0.2
2xp7,1.0
5fck,0.9955555555555555
6qlr,1.0
6pvw,1.0
6d50,1.0
5ceq,1.0
5u11,0.15151515151515152
3ppq,0.14814814814814814
5ovp,0.3723404255319149
6mln,0.9914893617021276
5l30,0.8181818181818182
3uw5,0.9
1b5i,0.17543859649122806
4qij,0.13333333333333333
1moq,0.14285714285714285
4pnu,0.5305555555555556
2xef,0.9985590778097982
3dzt,0.15492957746478872
1met,0.98989898989899
5qqp,1.0
4nra,1.0
1ajx,1.0
5bwc,1.0
3dri,0.14814814814814814
3umq,1.0
1ebw,1.0
5tcj,0.16216216216216217
6py0,0.14049586776859505
3bkk,0.14705882352941177
4pqa,0.171875
1uvt,0.4908424908424908
1hvi,1.0
4ymx,0.14035087719298245
6rnt,0.9903846153846154
4kif,0.14925373134328357
3zsy,1.0
2xda,1.0
6j9w,0.14035087719298245
4c52,1.0
3hv8,0.14035087719298245
2r43,0.98989898989899
1j01,0.13725490196078433
2fu8,1.0
6ftp,0.14
5evd,0.16071428571428573
5eq1,1.0
4q0k,0.3680555555555556
3nuo,0.98989898989899
3gvb,1.0
5u13,0.1511627906976744
1ui0,0.15217391304347827
2xc0,1.0
4dhl,0.12903225806451613
4zv1,0.15566037735849056
4qpd,0.14285714285714285
3iae,0.9981949458483754
6dar,1.0
4us3,0.15942028985507245
5duw,0.2463768115942029
1ado,0.9972451790633609
6nu1,0.14012738853503184
3l4w,1.0
3vjc,0.9970149253731343
3zk6,0.2446043165467626
6fba,0.1686746987951807
1o5r,1.0
3k4q,0.16129032258064516
2j47,0.1643835616438356
5m28,0.14953271028037382
6e1y,0.14285714285714285
5zym,0.7695652173913043
2wzm,0.21052631578947367
5k8s,0.1506849315068493
4zb6,0.18032786885245902
1hvr,0.98989898989899
6qlt,1.0
2yz3,1.0
3lzs,0.9393939393939394
6ayt,0.20833333333333334
5hz5,1.0
6n95,1.0
6d1b,1.0
3w9k,0.16216216216216217
6dz2,0.1346153846153846
4crl,0.24587458745874588
3o75,0.1553398058252427
5v79,0.18045112781954886
2w8j,0.17857142857142858
2ves,0.9932432432432432
5ld8,0.9975786924939467
4kwf,1.0
1ony,1.0
4xoc,0.9810126582278481
5d0c,0.15503875968992248
1usn,1.0
6f9v,1.0
5m04,0.16363636363636364
6s5k,0.757847533632287
4g0p,0.16129032258064516
3d8z,1.0
5f2u,1.0
6pi5,0.19444444444444445
1bjv,0.20179372197309417
4ts1,0.21671826625386997
3cd7,1.0
4tte,1.0
6e5l,0.5413533834586466
2vb8,1.0
1jmf,0.9968354430379747
4f3k,0.9565217391304348
2hjb,0.17740232312565998
6d1d,1.0
1wuq,0.16176470588235295
1rql,0.1375
5dx4,0.9841269841269841
5bs4,1.0
4r0a,0.16176470588235295
3t6b,0.13513513513513514
5qay,1.0
3wgg,0.16417910447761194
1elr,0.17117117117117117
5y13,1.0
5ost,0.14285714285714285
1pa9,0.23076923076923078
4aqh,0.1375
4avi,1.0
6i8y,0.35789473684210527
6g2r,1.0
4y2q,1.0
5org,0.1347517730496454
3bgs,1.0
3s0e,0.15966386554621848
4ej8,0.98989898989899
4kxn,0.2131782945736434
1hbv,1.0
3c89,1.0
4ghi,1.0
5om2,0.3324324324324324
3cyw,0.98989898989899
1b6l,1.0
4u0w,0.17857142857142858
3nim,0.2865853658536585
4mpn,1.0
5ovx,0.49823321554770317
5o58,1.0
4tjz,0.20300751879699247
3o9e,1.0
4xar,0.26497695852534564
4gu6,0.6031746031746031
3rbu,0.8668596237337193
4n5d,0.352
5dqf,0.15254237288135594
2uz9,0.16216216216216217
6euc,1.0
4mhy,0.15714285714285714
2vw1,1.0
6pg3,0.6066666666666667
6b4n,1.0
5vo1,1.0
5o9o,0.15789473684210525
1lkl,1.0
1w5y,1.0
3q6z,0.1702127659574468
4dst,0.9940119760479041
2r9x,1.0
1tq4,0.2708860759493671
5nwi,0.3148936170212766
4xu1,0.15254237288135594
4ymq,1.0
4j45,1.0
4og4,1.0
4lhm,0.16
2sim,0.14285714285714285
5irr,0.16883116883116883
6exs,0.997946611909651
3ok9,1.0
6gj6,0.9877300613496932
3sjf,1.0
4zae,0.8206896551724138
3fx6,0.9739413680781759
3f78,1.0
5my8,0.17647058823529413
2vjx,0.4019138755980861
2qi5,1.0
3ggu,0.8787878787878788
1b40,0.17543859649122806
4k7o,0.15492957746478872
6ge7,0.1566265060240964
4i71,0.9261538461538461
3vw1,1.0
5ohy,0.16129032258064516
1lbf,0.16666666666666666
4ual,0.18333333333333332
5czm,0.9937106918238994
1xap,0.15384615384615385
1g7v,0.7720588235294118
3zsq,1.0
4q4p,0.6016483516483516
6evn,1.0
5j7q,1.0
2yel,1.0
3p8o,1.0
4dfg,1.0
5hvs,1.0
5kly,0.9912280701754386
3hky,0.9556737588652482
4urz,0.6287425149700598
1hn4,0.15492957746478872
1b6j,1.0
2jjb,0.18181818181818182
5ovc,0.3723404255319149
2q54,1.0
1b3f,0.17543859649122806
5dbm,1.0
2o4l,0.98989898989899
3wz6,1.0
2xc4,1.0
6udi,1.0
3aho,0.15517241379310345
3nw3,1.0
3nzk,0.9328859060402684
6hgi,0.34584450402144773
1c86,0.9864864864864865
5d45,0.14563106796116504
4wkn,0.25
3ttp,0.8383838383838383
5epn,0.14864864864864866
1wcq,0.22580645161290322
6p88,0.17142857142857143
6qqv,0.837708830548926
5kr0,0.9797979797979798
5f08,1.0
5ih9,0.5227272727272727
1kzk,0.98989898989899
3zm9,0.8163841807909604
1g98,0.9223826714801444
2a4m,0.18421052631578946
3u5l,1.0
6mla,0.16129032258064516
1cbx,0.993485342019544
6d1k,1.0
4ceb,1.0
3rf5,0.3333333333333333
4o0x,1.0
2wkz,1.0
5d47,0.14563106796116504
5n17,0.3046875
2aog,1.0
2r0h,0.1935483870967742
1nhu,1.0
2uy0,1.0
6g25,0.14285714285714285
3nht,0.13725490196078433
3gi4,1.0
3c8a,1.0
6qqu,0.15254237288135594
4jyb,0.1956521739130435
3spf,0.8309859154929577
4rsk,0.9758064516129032
5t8p,0.14678899082568808
3b3x,0.18181818181818182
1wc1,0.5567010309278351
1oba,0.1485148514851485
4pv5,0.16091954022988506
1b4h,0.17543859649122806
6dyv,0.16304347826086957
3kdb,1.0
1mes,0.98989898989899
5yyf,1.0
3f15,1.0
4g0z,0.16129032258064516
3st5,1.0
5oei,0.1724137931034483
2oi2,0.17647058823529413
1a99,0.9794721407624634
1ur9,0.9959758551307847
1jvu,1.0
4ibf,0.14634146341463414
5cks,0.14925373134328357
2y82,1.0
4y4j,1.0
2avo,0.98989898989899
1gvx,1.0
2reg,0.17142857142857143
4xxh,0.15053763440860216
2zmm,1.0
6ced,1.0
6upj,0.98989898989899
5edd,0.1388888888888889
1pzp,0.9961977186311787
4cpz,0.9358974358974359
6nsv,1.0
1o0f,1.0
6r0v,1.0
3e3c,0.15151515151515152
6hay,0.16279069767441862
4q9o,0.17142857142857143
2v88,1.0
1b55,0.16232771822358347
5ymx,0.14615384615384616
5e3a,1.0
4wko,0.25
3s54,1.0
4eb8,0.15384615384615385
4whs,0.37110266159695815
3p3r,1.0
2zz1,1.0
4omk,0.14736842105263157
2qi6,1.0
2rkm,0.17543859649122806
3gta,0.9
3k8o,1.0
6d16,0.250936329588015
3djq,0.8145161290322581
2w8w,0.14516129032258066
3vd4,0.9990147783251232
1njs,1.0
4or4,0.16923076923076924
6iht,0.17543859649122806
6eqx,1.0
1ec2,1.0
6p8a,0.17142857142857143
3cd5,0.3117893476959904
2rcn,0.16666666666666666
3own,1.0
3iww,1.0
6d55,1.0
3c88,1.0
4zba,0.1485148514851485
2gj5,0.7051282051282052
1k4g,1.0
3ppp,1.0
3nox,1.0
5nn6,0.1739644970414201
4bqh,0.15151515151515152
6oqb,1.0
2r75,0.1917808219178082
1yqy,0.2465483234714004
1rpf,1.0
2i0a,1.0
3drf,0.16666666666666666
3f34,1.0
6fo5,1.0
4lm3,1.0
4wrb,1.0
6nyv,0.48028673835125446
4yc0,0.15217391304347827
3g2y,0.9961977186311787
3b92,0.9961389961389961
3pwk,0.15217391304347827
4i7m,0.9085714285714286
2oym,0.6566820276497696
5dh5,1.0
5jhk,1.0
5qa8,1.0
1l83,0.9938271604938271
2vo4,0.16666666666666666
3o5x,0.1791044776119403
2gz2,0.15217391304347827
1rmz,1.0
5er2,1.0
6qr1,0.5903614457831325
6mlg,0.16129032258064516
6j0g,0.1625
4kqp,0.16666666666666666
3k00,0.1595744680851064
4j48,1.0
1k9s,1.0
4dkp,0.4778761061946903
1hvj,1.0
3n2v,1.0
2bt9,0.9887640449438202
5mgk,1.0
4l9i,0.16279069767441862
1mrx,0.9797979797979798
5cy9,0.15217391304347827
3pcg,1.0
4czs,1.0
2ri9,0.13186813186813187
5lne,0.4605263157894737
3el9,0.9696969696969697
5hrw,0.2636363636363636
1k1y,0.14606741573033707
5zyl,0.7695652173913043
3slz,1.0
4ncn,0.17307692307692307
2j79,0.5527522935779816
4kax,0.1794871794871795
1b5h,0.17543859649122806
2pqz,1.0
6p3v,0.43908629441624364
1bdq,0.9797979797979798
5ufr,1.0
1k6t,0.9696969696969697
1iy7,1.0
6dh7,0.98989898989899
1v1m,0.1375
1wdn,0.1414141414141414
4bc5,0.16666666666666666
5gj9,0.12790697674418605
1n46,0.19262295081967212
1ie9,0.17391304347826086
4xmr,0.18518518518518517
3k8q,1.0
4er1,1.0
5d0r,0.9891304347826086
3gx0,0.16176470588235295
2c92,0.45047489823609227
3kmc,1.0
5vh0,0.16
4i8n,1.0
5fe7,0.3018867924528302
5fsc,1.0
5y12,1.0
4yrd,0.1724137931034483
4gr8,0.19230769230769232
6ep4,0.7304015296367112
5vp9,0.14864864864864866
6r1a,0.14
3zlr,1.0
4qrh,0.16893732970027248
3wzn,0.28169014084507044
185l,0.9938271604938271
2r3t,0.98989898989899
4b6p,1.0
6nco,0.15789473684210525
1cet,0.14285714285714285
5l9l,0.18181818181818182
1k6c,0.9696969696969697
5uff,0.16666666666666666
1fzk,0.9919786096256684
5eyr,1.0
5g5f,0.18181818181818182
2yay,0.15384615384615385
4leq,0.7050938337801609
4ra1,1.0
3th9,1.0
5gs9,0.15441176470588236
3usx,1.0
2x96,1.0
5ehv,0.35019455252918286
2ceq,0.14444444444444443
6ic2,0.35019455252918286
3el5,0.9696969696969697
4in9,0.2422360248447205
2i4j,1.0
186l,0.9938271604938271
5zg0,0.41434262948207173
1tkb,1.0
5ovr,0.49823321554770317
5mby,0.9916926272066459
2wc3,0.16063348416289594
1kmy,0.16129032258064516
1h5v,1.0
2glp,1.0
2za0,0.14473684210526316
1c84,1.0
4s1g,1.0
4o9v,1.0
5var,1.0
5otc,0.16363636363636364
1fcy,0.19915254237288135
2zcs,1.0
4uac,0.17647058823529413
5h1t,0.36470588235294116
3w5n,0.1532258064516129
6e5t,0.5413533834586466
1uz1,0.5527522935779816
6dpy,1.0
3s8l,0.297029702970297
6e23,0.14285714285714285
3m3z,0.8443271767810027
3jzh,1.0
4ai5,0.14893617021276595
5cep,1.0
6o0o,0.24817518248175183
3k02,0.1595744680851064
6d78,1.0
6n78,0.30656934306569344
4wov,0.9922480620155039
1yq7,0.5709969788519638
3eeb,0.16176470588235295
2yb0,0.16129032258064516
3n2u,1.0
4ipi,0.16363636363636364
6dif,1.0
4q1x,0.98989898989899
3d1y,1.0
6pg5,0.9934426229508196
4dcs,0.29850746268656714
1eld,1.0
4ibd,0.14634146341463414
4oak,0.16666666666666666
1add,1.0
2aac,0.16129032258064516
3pwm,0.98989898989899
4i7k,0.9085714285714286
2f9k,1.0
6ma2,1.0
6p85,0.17142857142857143
2wl0,1.0
4fht,0.14124293785310735
1hos,1.0
2o8h,0.9674267100977199
1jyq,0.9583333333333334
3g3r,0.25806451612903225
1qk4,0.15517241379310345
1bv7,0.98989898989899
6ht1,0.14583333333333334
5isz,0.8877005347593583
4a95,1.0
4fz3,0.21923076923076923
4q46,0.16923076923076924
5x74,0.7919463087248322
4sga,0.16393442622950818
1hxb,0.98989898989899
4e9u,1.0
5nw1,1.0
4p5d,0.3380281690140845
1njc,0.9968354430379747
4kz4,1.0
