PDB Code,Max Similarity
3gm0,0.696969696969697
4qew,0.6619718309859155
5ct2,0.34210526315789475
1lpz,0.4492753623188406
3udd,0.3103448275862069
5ufs,0.5384615384615384
3ijh,0.45652173913043476
5os8,0.34285714285714286
3hvj,0.3894736842105263
4nja,0.4067796610169492
2nn1,0.6333333333333333
3g0e,0.3382352941176471
3hzv,0.41818181818181815
6b7b,0.34146341463414637
2oiq,0.3614457831325301
3vhk,0.5223880597014925
4ag8,0.27419354838709675
2rkd,0.5
5i9z,0.31521739130434784
2p7g,0.8
6gzd,0.3125
3v5t,0.39436619718309857
2pcp,0.40625
6cjs,0.34146341463414637
3kku,0.46153846153846156
4gj3,0.2988505747126437
3fuz,0.6666666666666666
4ybk,0.3068181818181818
4c2v,0.3047619047619048
1ql9,0.3333333333333333
4loy,0.26605504587155965
3arp,0.2878787878787879
3nes,0.43859649122807015
2ccc,0.29545454545454547
3oe5,0.2692307692307692
2ewa,0.6326530612244898
4fk6,0.24444444444444444
3gbb,0.2857142857142857
3arw,0.421875
1y0l,0.375
3lxe,0.20967741935483872
2zjw,0.32558139534883723
4uin,0.2619047619047619
5f2p,0.32558139534883723
1ciz,0.6060606060606061
2r23,0.31746031746031744
6i65,0.7272727272727273
1mrn,0.7586206896551724
3bpc,0.35064935064935066
3t3u,0.3561643835616438
3zc5,0.6507936507936508
5tmp,0.7021276595744681
5ey4,0.7377049180327869
5nk7,0.27380952380952384
5wal,0.3384615384615385
2pvh,0.35714285714285715
5ta2,0.2857142857142857
3kmy,0.40816326530612246
5ia4,0.34285714285714286
3mof,0.5454545454545454
3q2j,0.3442622950819672
1nw7,0.6666666666666666
6i8m,0.26153846153846155
2wgj,0.39759036144578314
2pu1,0.36363636363636365
6eir,0.4111111111111111
2cf8,0.3235294117647059
3zze,0.27692307692307694
4owm,0.6206896551724138
5bw4,0.703125
2wky,0.3157894736842105
1h1s,0.7966101694915254
3p3s,0.3018867924528302
6c9v,0.5689655172413793
1b57,0.5
2bvr,0.37037037037037035
6evr,0.31645569620253167
5os7,0.3333333333333333
3owj,0.3125
4qev,0.6428571428571429
4clj,0.32653061224489793
5lud,0.3793103448275862
2jiw,0.40384615384615385
6fz4,0.27941176470588236
5kva,0.703125
3h30,0.5714285714285714
6fni,0.37037037037037035
5mwy,0.4473684210526316
3hzk,0.3793103448275862
4m7j,0.3548387096774194
5njz,0.32894736842105265
3zbx,0.3333333333333333
4hy1,0.3181818181818182
1pdz,0.5652173913043478
5am7,0.44
4der,0.5333333333333333
1s5z,0.711864406779661
4knm,0.3283582089552239
1bgq,0.29577464788732394
3zxz,0.35443037974683544
3fas,0.6666666666666666
4n8q,0.6
4hu1,0.22580645161290322
2wm0,0.6363636363636364
1m7d,0.6666666666666666
5h5f,0.703125
6i66,0.4482758620689655
1m2r,0.42857142857142855
3u92,0.36363636363636365
3lxk,0.25555555555555554
3czv,0.3448275862068966
4zzz,0.39344262295081966
3qxv,0.7164179104477612
1lke,0.6714285714285714
4acc,0.5774647887323944
4ij1,0.65625
2qbu,0.6666666666666666
3ozs,0.25471698113207547
1atr,0.9230769230769231
2pvj,0.3010752688172043
6fhk,0.9230769230769231
2vxn,0.5
2bq7,0.3614457831325301
6cpw,0.4954954954954955
5en3,0.37735849056603776
3sw8,0.391304347826087
4rrf,0.6716417910447762
6g98,0.3125
2wca,0.5942028985507246
5mod,0.38235294117647056
3pe2,0.3333333333333333
3u81,0.6666666666666666
4ap7,0.328125
5alb,0.24742268041237114
2wly,0.4915254237288136
6ift,0.703125
6fag,0.38596491228070173
2iwx,0.25
4cp5,0.5573770491803278
4aoi,0.3287671232876712
4ivc,0.3717948717948718
6idg,0.3170731707317073
6p5o,0.5142857142857142
3kgt,0.3898305084745763
2tpi,0.6410256410256411
3ipu,0.5058823529411764
5mes,0.24242424242424243
3r88,0.48484848484848486
4knn,0.2857142857142857
3tao,0.5
5evz,0.9230769230769231
3lpk,0.3387096774193548
6ets,0.41025641025641024
6pia,0.375
2uy3,0.4489795918367347
3c56,0.3939393939393939
5vm0,0.5588235294117647
2rke,0.3888888888888889
4nj9,0.4067796610169492
6i67,0.3448275862068966
2wr8,0.6666666666666666
5l7e,0.5087719298245614
4ax9,0.4270833333333333
2h21,0.703125
5osl,0.4482758620689655
4agc,0.2903225806451613
4lar,0.6363636363636364
2yge,0.2689075630252101
3u6i,0.42424242424242425
1fl3,0.5348837209302325
3uu1,0.5
5ikb,0.36363636363636365
6mqe,0.7142857142857143
1ik4,0.5
3pd8,0.3170731707317073
1zoe,0.34375
1flr,0.475
6f28,0.4230769230769231
2hkf,0.6352941176470588
2xn3,0.7222222222222222
5a2i,0.7435897435897436
2cgr,0.3090909090909091
3h8b,0.36538461538461536
5vl2,0.5588235294117647
1uz8,0.9375
4dld,0.32727272727272727
2baj,0.6792452830188679
5f1x,0.9423076923076923
3i9g,0.6875
5k03,0.24444444444444444
2cgf,0.2537313432835821
6i62,0.36666666666666664
6msy,0.9
6gzm,0.3125
2yfx,0.39759036144578314
2cc7,0.34210526315789475
5owl,0.25925925925925924
5e1s,0.24528301886792453
5kz0,0.26582278481012656
2p7z,0.8974358974358975
1qkt,0.75
456c,0.4915254237288136
5fho,0.36507936507936506
5eu1,0.38028169014084506
5nbw,0.4827586206896552
4ymh,0.6666666666666666
6h38,0.5471698113207547
966c,0.5
3ohi,0.2926829268292683
2w8y,0.6666666666666666
1lnm,0.5064935064935064
4ek9,0.7272727272727273
4gue,0.39344262295081966
1d6v,0.34328358208955223
4zvi,0.359375
4e4n,0.34328358208955223
4k77,0.3333333333333333
4u0f,0.296875
2ptz,0.5909090909090909
3sxf,0.5964912280701754
3s9e,0.6666666666666666
3gcs,0.5205479452054794
4p6w,0.5617977528089888
6i64,0.52
4qf9,0.45652173913043476
5u4b,0.5714285714285714
5f2r,0.8571428571428571
5ta4,0.2605042016806723
3v51,0.5074626865671642
3ujd,0.5483870967741935
2boh,0.43137254901960786
1kv1,0.7021276595744681
6i63,0.8
5cu4,0.38571428571428573
5f25,0.3953488372093023
3cft,0.75
3npc,0.6388888888888888
6fnf,0.37037037037037035
6gjr,0.2878787878787879
4hym,0.2727272727272727
4je8,0.6904761904761905
5cp9,0.4838709677419355
1vso,0.3
5ya5,0.27631578947368424
2vwc,0.2782608695652174
3sio,0.19230769230769232
4cmo,0.30864197530864196
2bak,0.42391304347826086
5x8i,0.26136363636363635
2fai,0.29850746268656714
3ha6,0.4342105263157895
1qku,0.75
4urm,0.2155688622754491
5owh,0.25925925925925924
3tnh,0.7058823529411765
4ipf,0.2549019607843137
6ful,0.2826086956521739
4q1e,0.27631578947368424
4ib5,0.6640625
4u0d,0.7411764705882353
3tpx,0.7431192660550459
2xvn,0.5172413793103449
4lgg,0.3275862068965517
6pi1,0.4230769230769231
2rc9,0.7777777777777778
4hnf,0.34523809523809523
4yjn,0.5079365079365079
2exc,0.3717948717948718
5dxe,0.6690140845070423
3m53,0.7333333333333333
6fff,0.2549019607843137
3fhr,0.35384615384615387
3bel,0.2571428571428571
4j26,0.7636363636363637
4uu7,0.7640449438202247
2brc,0.5573770491803278
4axm,0.3088235294117647
3t3v,0.6181818181818182
5w6t,0.7786259541984732
4fak,0.703125
4zjr,0.3225806451612903
3bz3,0.47619047619047616
2bdj,0.3522727272727273
5xvk,0.3939393939393939
3g4g,0.3333333333333333
3k3i,0.25
3hd3,0.2857142857142857
6bgu,0.3125
2vwy,0.3561643835616438
6bgv,0.29347826086956524
3hvk,0.37894736842105264
1qpe,0.3898305084745763
4z3v,0.3230769230769231
5e1e,0.32894736842105265
6hor,0.5945945945945946
1hiy,0.8
4dvi,0.2857142857142857
2ow3,0.2676056338028169
4e1z,0.32926829268292684
5ayf,0.2545454545454545
2ms4,0.625
5i2i,0.6292134831460674
3piz,0.3076923076923077
5ety,0.4722222222222222
5eyc,0.23469387755102042
6nfi,0.29411764705882354
1eb1,0.7555555555555555
4r3s,0.68
1urc,0.5299145299145299
5u48,0.48484848484848486
3e7o,0.37681159420289856
5w6r,0.6842105263157895
4msk,0.3559322033898305
5ct1,0.3611111111111111
3m55,0.5333333333333333
6mo9,0.6666666666666666
5hyq,0.5714285714285714
3ekn,0.3434343434343434
2igw,0.6875
5uiq,0.3829787234042553
5eyk,0.5569620253164557
6jwa,0.7083333333333334
5k6a,0.43137254901960786
3ddp,0.5405405405405406
6hrp,0.43243243243243246
6duk,0.28
1cwc,0.31746031746031744
1t79,0.717948717948718
5z1e,0.32857142857142857
6s89,0.391304347826087
4nhc,0.6232876712328768
1aqj,0.746268656716418
3ch9,0.5
3kr5,0.8780487804878049
6f8j,0.4032258064516129
5avi,0.28169014084507044
3pj2,0.30434782608695654
6npe,0.3148148148148148
4zsj,0.7346938775510204
4hvg,0.25
4nk9,0.38461538461538464
3sh1,0.20155038759689922
4hni,0.34523809523809523
2jko,0.5060240963855421
6bfa,0.3611111111111111
5moe,0.35294117647058826
3upz,0.27586206896551724
3rhx,0.3
2jb5,0.7205882352941176
2llq,0.7894736842105263
6jki,0.746268656716418
2ai7,0.4482758620689655
6gmd,0.3333333333333333
3f69,0.23255813953488372
1cyn,0.3089430894308943
4ocx,0.7164179104477612
5oua,0.5564516129032258
4ode,0.28846153846153844
5eel,0.4766355140186916
5zhn,0.3103448275862069
6da4,0.0967741935483871
5eyd,0.27956989247311825
4lxb,0.23529411764705882
3heg,0.5205479452054794
6dqa,0.2716049382716049
3ujb,0.6666666666666666
6sd9,0.3592233009708738
2xx5,0.30864197530864196
4g2j,0.47368421052631576
5eoc,0.8442622950819673
6dq8,0.26506024096385544
5izc,0.4358974358974359
1err,0.7966101694915254
6hkn,0.3103448275862069
5erg,0.703125
6ebw,0.5056179775280899
4pyo,0.6666666666666666
4u0e,0.43283582089552236
5u6v,0.2898550724637681
5wmt,0.39705882352941174
6hhh,0.3626373626373626
4k4e,0.3
1xp6,0.5223880597014925
5f9e,0.29850746268656714
2jkk,0.47560975609756095
5t1k,0.5490196078431373
5a9u,0.32653061224489793
4ggl,0.2727272727272727
6iar,0.27692307692307694
5d7r,0.29411764705882354
5lgs,0.8588235294117647
6br3,0.4148936170212766
5x02,0.27586206896551724
4iwd,0.39361702127659576
4jlg,0.3541666666666667
1s3k,0.88
5j1v,0.325
3arv,0.29411764705882354
6dq6,0.28888888888888886
4acd,0.4868421052631579
5d7c,0.3380281690140845
5yy4,0.5688073394495413
4ybj,0.3563218390804598
5xff,0.25555555555555554
6f96,0.35443037974683544
3at4,0.2777777777777778
1xom,0.288135593220339
5umw,0.6415094339622641
4qxt,0.696969696969697
1hkm,0.7384615384615385
5xhs,0.44339622641509435
1y2d,0.359375
2l1r,0.5
5iuh,0.3118279569892473
3jzs,0.8686868686868687
4j8r,0.6229508196721312
4g17,0.36363636363636365
6bgz,0.273972602739726
5u4c,0.5405405405405406
6h4z,0.28378378378378377
5k0c,0.3333333333333333
2y07,0.7032967032967034
3p2k,0.703125
4r1y,0.28125
1h25,0.7
2xx2,0.28
3e3b,0.2777777777777778
6c9q,0.7608695652173914
6q8p,0.29411764705882354
6nji,0.3230769230769231
4afj,0.45614035087719296
4w4x,0.3333333333333333
4em7,0.42105263157894735
5i8c,0.7142857142857143
4cby,0.375
4e90,0.2441860465116279
1f90,0.6941176470588235
4jjm,0.3089430894308943
1qkn,0.7966101694915254
4yp1,1.0
2vww,0.28
4zlz,0.3191489361702128
5id0,0.5773195876288659
2vx0,0.32894736842105265
5xvu,0.9423076923076923
5bq0,0.3448275862068966
5cyi,0.5230769230769231
3rme,0.3333333333333333
6ayn,0.5544554455445545
4xmo,0.23076923076923078
6sq0,0.24675324675324675
4at4,0.2972972972972973
4jlm,0.2840909090909091
3c7q,0.27586206896551724
1f0q,0.3939393939393939
5t6p,0.8
4jq7,0.2727272727272727
6bgx,0.273972602739726
6tel,0.24778761061946902
4utr,0.7640449438202247
3qg6,0.38333333333333336
4y87,0.37662337662337664
6eh2,0.6952380952380952
4oew,0.313953488372093
4hgs,0.265625
3cbp,0.746268656716418
5v9t,0.3375
4uxq,0.4791666666666667
2bmg,0.3493975903614458
5aaa,0.39759036144578314
1xor,0.3090909090909091
5fbn,0.26262626262626265
6hmp,0.2765957446808511
3ikc,0.38028169014084506
1okw,0.5212765957446809
4mr5,0.417910447761194
5jdi,0.5581395348837209
4yb7,0.9423076923076923
1ibg,0.422680412371134
6ekd,0.3815789473684211
2g9x,0.47297297297297297
1sqn,0.46551724137931033
4o3b,0.6666666666666666
4ra5,0.23529411764705882
4z2i,0.2727272727272727
1ttv,0.4375
1xm6,0.25609756097560976
4hvs,0.3188405797101449
3fv8,0.3076923076923077
5hzx,0.3114754098360656
3dpk,0.30612244897959184
2ntf,0.4791666666666667
3u9c,0.4772727272727273
4ufd,0.4642857142857143
2c5o,0.4594594594594595
6sdd,0.3409090909090909
1axs,0.34328358208955223
4rlk,0.4117647058823529
3uvp,0.4716981132075472
1exv,0.43103448275862066
5twx,0.44776119402985076
4u5j,0.2413793103448276
4anq,0.39759036144578314
3byo,0.4523809523809524
4bs5,0.2631578947368421
1h1r,0.7213114754098361
6suo,0.28
3oxi,0.45652173913043476
3efj,0.3763440860215054
5dx3,0.62
6pvs,0.6470588235294118
6pyd,0.22666666666666666
3efk,0.32653061224489793
1h1q,0.8
5fqs,0.3235294117647059
4mbc,0.32926829268292684
3tt0,0.358695652173913
3aru,0.37037037037037035
5d9l,0.3888888888888889
3lnj,0.6956521739130435
2fgi,0.2692307692307692
5zhj,0.6666666666666666
2adm,0.703125
4z2k,0.27049180327868855
5m4u,0.3617021276595745
4n3w,0.8333333333333334
4csj,0.36046511627906974
3krj,0.24705882352941178
4hwb,0.3611111111111111
6ow2,0.27450980392156865
3fi2,0.2871287128712871
6cyb,0.2676056338028169
6axl,0.6129032258064516
2rgp,0.24271844660194175
5etu,0.5656565656565656
4i4f,0.2727272727272727
2ofv,0.4166666666666667
2xyn,0.2978723404255319
1mhw,0.5833333333333334
2jiu,0.2826086956521739
1tt1,0.36363636363636365
3o96,0.27472527472527475
6e4t,0.3026315789473684
3eqs,0.8804347826086957
4aa0,0.30612244897959184
3p78,0.2972972972972973
3g5y,0.625
4nwm,0.44
5sys,0.29896907216494845
5mjb,0.373134328358209
6m95,0.410958904109589
5h0h,0.40217391304347827
3mvm,0.2840909090909091
4n3r,0.3516483516483517
4eh5,0.6875
4m7x,0.6595744680851063
6db3,0.27692307692307694
4bcq,0.3229166666666667
3ce3,0.3829787234042553
3wf9,0.30434782608695654
5mty,0.2911392405063291
1ebg,0.5909090909090909
4btt,0.29133858267716534
3ipe,0.4791666666666667
5zhm,0.3880597014925373
5wcl,0.45454545454545453
3svv,0.4057971014492754
6c5h,0.3411764705882353
1ol1,0.6190476190476191
4cfu,0.7230769230769231
5w6u,0.8067226890756303
3p7b,0.25510204081632654
6d28,0.5789473684210527
2isv,0.5
3cpb,0.3291139240506329
2c4g,0.3333333333333333
3ay9,0.9230769230769231
6ft9,0.2978723404255319
4ot6,0.3148148148148148
1gwr,0.6486486486486487
1wb0,0.3237410071942446
6dud,0.07954545454545454
4i5p,0.31521739130434784
3ens,0.2815533980582524
3moh,0.5652173913043478
4fny,0.3472222222222222
1mn9,0.8076923076923077
4r6x,0.6666666666666666
1m51,0.24444444444444444
4utx,0.7640449438202247
2i0e,0.3055555555555556
4hvh,0.25
6hhi,0.38271604938271603
4bjc,0.27586206896551724
2a3a,0.3888888888888889
3p5k,0.2682926829268293
4z16,0.5609756097560976
4wno,0.38028169014084506
3hv6,0.5342465753424658
3u4u,0.37623762376237624
6hwz,0.375
4fbx,0.25925925925925924
2am9,0.45098039215686275
5icy,0.7619047619047619
5oul,0.34285714285714286
3hvh,0.4430379746835443
5eta,0.7387387387387387
3piy,0.24390243902439024
2xu5,0.2804878048780488
6c5k,0.3411764705882353
4jrg,0.2727272727272727
4i6q,0.3793103448275862
3r0t,0.3194444444444444
6nvg,0.34177215189873417
4xuc,0.34210526315789475
3gp0,0.3409090909090909
2xp2,0.39759036144578314
4n4v,0.28
4mt9,0.3380281690140845
2x9f,0.417910447761194
3mb7,0.358974358974359
1ll4,0.6716417910447762
2p2i,0.39344262295081966
5ok3,0.6134453781512605
5d12,0.2898550724637681
5t8e,0.46551724137931033
4z2h,0.2773109243697479
2aia,0.40816326530612246
2r8q,0.3484848484848485
4ris,0.83
5ttu,0.3116883116883117
6b2p,0.35064935064935066
2i1m,0.4
4fic,0.375
1xp9,0.4166666666666667
3m54,0.7333333333333333
4bgg,0.43478260869565216
5uch,0.5
5jfd,0.4731182795698925
4w4v,0.34285714285714286
5hyr,0.62
3rm8,0.36363636363636365
2pax,0.5333333333333333
1w1p,0.2891566265060241
4h1j,0.5161290322580645
4jg0,0.5869565217391305
6omu,0.5
4tx6,0.3333333333333333
3fn0,0.6979166666666666
4cli,0.32653061224489793
3odi,0.29133858267716534
2vx1,0.45588235294117646
1ngw,0.3584905660377358
4gfn,0.27058823529411763
4hvi,0.2631578947368421
3dhk,0.4647887323943662
4z6h,0.30303030303030304
3m58,0.5487804878048781
5ci7,0.4098360655737705
3ika,0.5232558139534884
3nwb,0.4146341463414634
3lco,0.275
3at3,0.27906976744186046
4xyf,0.2696629213483146
5j1w,0.2978723404255319
1jp5,0.6336633663366337
2aox,0.5365853658536586
5ff6,0.5773195876288659
2vqm,0.2647058823529412
6nri,0.25301204819277107
2uue,0.3793103448275862
6cdm,0.6271186440677966
5fd2,0.32432432432432434
3iux,0.6162162162162163
3hzy,0.352112676056338
5jrs,0.2558139534883721
2i0v,0.2830188679245283
5f2k,0.6666666666666666
6mx8,0.47674418604651164
4utn,0.8275862068965517
2hrp,0.7461538461538462
3l3z,0.8904109589041096
4za0,0.5909090909090909
4li6,0.352112676056338
2pl0,0.3614457831325301
5l6o,0.5
3ttz,0.45454545454545453
4j7i,0.7254901960784313
5a7y,0.6666666666666666
5n9k,0.2857142857142857
5yji,0.39473684210526316
4au8,0.3333333333333333
3oy1,0.29069767441860467
3eys,0.5486725663716814
1okv,0.7428571428571429
3m56,0.6119402985074627
